8689e6ee-9d66-493a-a3b3-27b561af9b20,LOGIN,/login,rendi,127.0.0.1,WEBAPP,2025-07-09 22:12:56
cbca8d8e-c357-48e6-84ac-7e1ac6baf80f,Access,/profilesecure,rendi,127.0.0.1,WEBAPP,2025-07-09 22:12:56
ff594c39-8191-4f44-b840-fb2c0d4b1b67,LOGIN,/login,admin,127.0.0.1,WEBAPP,2025-07-09 22:13:05
c2e6ae79-be94-4d2a-b9db-276319b3783b,LOGIN,/login,admin,127.0.0.1,WEBAPP,2025-07-09 22:13:25
eae02cfa-7c10-4bff-94f5-b658d643e729,LOGIN,/login,rendi,127.0.0.1,WEBAPP,2025-07-09 22:13:39
8fb3bcc8-5772-42e1-aaee-e5a76351c2c7,Access,/profilesecure,rendi,127.0.0.1,WEBAPP,2025-07-09 22:13:39
e256f5d1-9256-4c68-9abc-72d0f5f4fdaf,LOGIN,/login,renday,127.0.0.1,WEBAPP,2025-07-10 06:22:11
2eb2c459-8ae5-45bb-81b9-6a5897f04165,Access,/profilesecure,renday,127.0.0.1,WEBAPP,2025-07-10 06:22:11
45526bc9-fa5b-4770-9b20-642d84a861c0,LOGIN,/login,admin,127.0.0.1,WEBAPP,2025-07-10 08:02:01
b70bd392-b195-46bf-9c5e-6fd12411d414,LOGIN,/login,rendi,127.0.0.1,WEBAPP,2025-07-11 20:10:05
5934c465-b499-49b3-8f7a-b7c7cd9ba41b,Access,/profilesecure,rendi,127.0.0.1,WEBAPP,2025-07-11 20:10:05
c3b09de3-1c81-42dc-8db5-55404866efa3,INTRUDER,/login,GUEST,127.0.0.1,WEBAPP,2025-07-11 20:12:44
7e7f57f8-31a1-44ec-8df7-b331d26fd6ee,LOGIN,/login,admin,127.0.0.1,WEBAPP,2025-07-11 20:13:29
7c6ef62a-226a-4119-a98f-0669dfc58bbf,LOGIN,/login,rendi,127.0.0.1,WEBAPP,2025-07-17 11:25:18
78be870d-2eae-4c90-a733-f6d74c8412a0,Access,/profilesecure,rendi,127.0.0.1,WEBAPP,2025-07-17 11:25:18
03834d8f-b12b-4fe4-8b3e-241d510702cd,LOGIN,/login,rendi,127.0.0.1,WEBAPP,2025-07-17 11:27:21
6149e0bd-4fec-45df-9ac5-dd86c6808aee,Access,/profilesecure,rendi,127.0.0.1,WEBAPP,2025-07-17 11:27:21
1e4d9472-f3ae-40fd-8208-6cda3604d52e,LOGIN,/login,rendi,127.0.0.1,WEBAPP,2025-07-17 11:28:10
2bc1e2b7-153b-4991-812b-72c3f36a5ecf,Access,/profilesecure,rendi,127.0.0.1,WEBAPP,2025-07-17 11:28:10
124a9c57-571c-4ea4-993a-70c8f5253231,LOGIN,/login,rendi,127.0.0.1,WEBAPP,2025-07-17 11:32:10
0bc0716f-ab0e-4e30-b419-da65826c2d3a,Access,/profilesecure,rendi,127.0.0.1,WEBAPP,2025-07-17 11:32:10
a085488c-a203-4b4c-8242-8199c705cbef,LOGIN,/login,rendi,127.0.0.1,WEBAPP,2025-07-18 21:09:11
e2f12b59-88cc-4cc8-9407-3c227f90aa49,Access,/profilesecure,rendi,127.0.0.1,WEBAPP,2025-07-18 21:09:11
7b7ce12e-e803-4870-a5cd-8f6623d23145,LOGIN,/login,admin,127.0.0.1,WEBAPP,2025-07-18 21:09:27
77611457-a1ad-4cca-adc0-f575774eb038,LOGIN,/login,masrendi,127.0.0.1,WEBAPP,2025-07-19 10:10:36
52b2a953-d8af-48a1-a94d-3784de7d0ef4,Access,/profilesecure,masrendi,127.0.0.1,WEBAPP,2025-07-19 10:10:36
4db0c444-47f0-480f-a093-654ab2a551d3,LOGIN,/login,admin,127.0.0.1,WEBAPP,2025-07-19 10:10:45
